Restaurant Name,Country Code,City,Locality,Cuisines,cost,Has Table booking,Has Online delivery,Price range,rating,votes
Himalaya Momos & Roll,1,Noida,Sector 27,"['Chinese', 'Fast Food']",200,No,No,1,2.7,15
Hungry House Pizzas & More,1,Noida,Sector 27,"['Pizza', 'Fast Food']",600,No,Yes,2,3.4,79
Khana Khajana Da Dhaba,1,Noida,Sector 27,['North Indian'],450,No,No,1,2.9,5
M.P. Chole Tikki Wala,1,Noida,Sector 27,['Street Food'],150,No,No,1,3.0,10
Maa Vaishno Shudh Bhojnalaya,1,Noida,Sector 27,['North Indian'],250,No,No,1,3.1,8
More Than Cafí©,1,Noida,Sector 27,['Fast Food'],400,No,No,1,3.0,5
Public Cafe,1,Noida,Sector 27,"['Fast Food', 'Beverages']",450,No,Yes,1,2.6,13
Sadda Taste,1,Noida,Sector 27,"['North Indian', 'Fast Food', 'Chinese']",450,No,No,1,3.1,12
Sati Restaurant,1,Noida,Sector 27,['North Indian'],200,No,No,1,3.2,12
Super Cake Shop,1,Noida,Sector 27,['Bakery'],300,No,Yes,1,2.8,8
Uncle's Punjabi Rasoi,1,Noida,Sector 27,['North Indian'],400,No,No,1,2.9,7
Yours Deliciously,1,Noida,Sector 27,"['Street Food', 'Beverages']",350,No,No,1,2.9,4
Captain Curry,1,Noida,Sector 27,"['North Indian', 'Chinese']",400,No,Yes,1,3.6,19
Oh My Scoop!,1,Noida,Sector 27,"['Ice Cream', 'Beverages']",200,No,No,1,3.5,23
Reena Restaurant,1,Noida,Sector 27,"['Chinese', 'South Indian', 'North Indian']",400,No,No,1,3.5,57
Pizza Hut Delivery,1,Noida,Sector 27,"['Italian', 'Pizza', 'Fast Food']",800,No,Yes,2,2.3,62
Wah Ji Wah,1,Noida,Sector 27,['North Indian'],500,No,Yes,2,2.0,74
Chawla's Chic Inn,1,Noida,Sector 28,"['North Indian', 'Mughlai']",600,No,Yes,2,2.8,58
Grill Point,1,Noida,Sector 28,['Fast Food'],200,No,No,1,3.2,20
Hari Sweets,1,Noida,Sector 28,['Mithai'],100,No,No,1,3.1,14
Sultanate of Spice,1,Noida,Sector 28,"['North Indian', 'Mughlai']",500,No,Yes,2,2.9,43
Yamu's Panchayat,1,Noida,Sector 28,['Street Food'],100,No,No,1,3.2,15
Debon,1,Noida,Sector 28,"['Raw Meats', 'North Indian', 'Fast Food']",400,No,No,1,3.5,85
Hot & Sour,1,Noida,Sector 29,['Chinese'],300,No,No,1,3.2,46
Open Kitchen,1,Noida,Sector 29,"['North Indian', 'Mughlai']",600,No,Yes,2,3.0,12
Truffle Muffle,1,Noida,Sector 29,"['Bakery', 'Desserts']",300,No,No,1,3.4,37
Go! Biryani,1,Noida,Sector 29,['Biryani'],500,No,Yes,2,3.5,144
Tastee Chauka,1,Noida,Sector 29,['North Indian'],350,No,No,1,3.7,31
Foodie,1,Noida,Sector 3,"['North Indian', 'Chinese', 'Fast Food']",500,No,Yes,2,2.8,8
Lapaalap,1,Noida,Sector 3,['North Indian'],200,No,No,1,3.0,5
Fresh Food Factory,1,Noida,Sector 3,"['North Indian', 'Chinese']",300,No,No,1,3.9,140
Caffí© La Poya,1,Noida,Sector 30,"['Cafe', 'Continental', 'Fast Food', 'Italian']",600,No,Yes,2,3.7,164
Elixir Health Cafí©,1,Noida,Sector 30,"['Cafe', 'Healthy Food', 'Continental', 'Italian', 'Asian']",800,Yes,Yes,2,3.7,131
Radhey Foodz,1,Noida,Sector 31,['North Indian'],200,No,No,1,3.0,4
The Kitchen,1,Noida,Sector 31,['North Indian'],600,No,No,2,2.7,20
Uncle's Treat,1,Noida,Sector 31,['Chinese'],400,No,No,1,3.1,5
Wow! Momo,1,Noida,Sector 31,['Chinese'],350,No,No,1,2.6,32
KD's Hunger Point,1,Noida,Sector 31,"['North Indian', 'Chinese']",200,No,No,1,3.7,49
Govinda's Restaurant,1,Noida,Sector 33,"['North Indian', 'South Indian']",300,No,No,1,3.0,8
Not Just Dilli,1,Noida,Sector 33,['Street Food'],450,No,No,1,3.2,15
RollsKing,1,Noida,Sector 33,['Fast Food'],400,No,No,1,3.4,22
Chauhan Vatika,1,Noida,Sector 34,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,2.8,28
Frozen Stone,1,Noida,Sector 34,"['Fast Food', 'Beverages']",300,No,No,1,3.1,4
Kavita's Restaurant,1,Noida,Sector 34,"['North Indian', 'Mughlai', 'Chinese']",550,No,Yes,2,2.6,37
Mudrika Food Factory,1,Noida,Sector 34,"['North Indian', 'Mughlai', 'Chinese']",550,No,No,2,2.5,20
Pind Balluchi,1,Noida,Sector 34,"['North Indian', 'Chinese', 'Mughlai']",900,Yes,No,2,2.9,7
Zaffran- Ikshita's Kitchen,1,Noida,Sector 34,['Kashmiri'],300,No,No,1,3.0,5
Chaayos,1,Noida,Sector 34,"['Cafe', 'Tea']",400,No,Yes,1,3.6,18
Punjabi Tadka,1,Noida,Sector 34,"['North Indian', 'Mughlai']",450,No,Yes,1,3.7,70
Heaven's Point,1,Noida,Sector 37,['Fast Food'],100,No,No,1,3.0,6
Kamboj's,1,Noida,Sector 37,"['North Indian', 'Mughlai', 'Chinese']",800,Yes,Yes,2,2.8,239
Mexican Pizza,1,Noida,Sector 37,"['Pizza', 'Fast Food']",500,No,No,2,3.4,15
Shahenshah,1,Noida,Sector 37,"['North Indian', 'Mughlai', 'Chinese']",500,No,Yes,2,2.9,7
Snack Chat,1,Noida,Sector 37,"['Fast Food', 'Italian']",500,No,No,2,3.4,23
The Amazing Buger's,1,Noida,Sector 37,"['Fast Food', 'Burger']",400,No,No,1,2.9,8
The Black Box,1,Noida,Sector 37,"['North Indian', 'Continental']",400,No,Yes,1,3.1,6
Al Bake,1,Noida,Sector 37,"['Fast Food', 'Chinese']",450,No,Yes,1,3.7,72
Asian Fun,1,Noida,Sector 37,['Chinese'],700,No,Yes,2,3.8,113
Burnout,1,Noida,Sector 37,"['Continental', 'Mexican', 'Italian']",450,No,Yes,1,3.6,111
Cafe Fusion,1,Noida,Sector 37,"['Cafe', 'Fast Food']",350,No,Yes,1,3.7,68
Fit Bites,1,Noida,Sector 37,['Healthy Food'],800,Yes,Yes,2,3.7,26
Go Krazy,1,Noida,Sector 37,"['Italian', 'Fast Food']",400,No,No,1,3.5,27
Green Restaurant,1,Noida,Sector 37,"['North Indian', 'Chinese', 'Mughlai']",400,No,Yes,1,3.6,47
Hunger Strike,1,Noida,Sector 37,"['Fast Food', 'North Indian']",400,No,Yes,1,3.7,92
The Munchkart Cafe,1,Noida,Sector 37,"['Fast Food', 'Chinese']",350,No,Yes,1,3.8,34
Thee Pot,1,Noida,Sector 37,"['Cafe', 'Fast Food']",400,No,Yes,1,3.7,80
Waffles and Crepes,1,Noida,Sector 37,"['Desserts', 'Beverages']",250,No,No,1,3.9,66
Bistro 37,1,Noida,Sector 37,"['Fast Food', 'Chinese']",400,No,No,1,4.3,1005
Desi Swag,1,Noida,Sector 37,"['North Indian', 'Mughlai']",500,No,Yes,2,4.3,96
Teasta,1,Noida,Sector 37,"['Fast Food', 'Beverages']",200,No,No,1,4.1,632
Appu Ghar Express,1,Noida,Sector 38,"['Fast Food', 'Chinese']",400,No,No,1,2.8,63
Barista,1,Noida,Sector 38,['Cafe'],650,No,No,2,3.0,26
Burger King,1,Noida,Sector 38,"['Burger', 'Fast Food']",500,No,Yes,2,3.2,13
Keventers,1,Noida,Sector 38,['Beverages'],400,No,No,1,3.1,7
Kenny Rogers Roasters,1,Noida,Sector 38,['American'],1300,Yes,No,3,3.7,53
McDonald's,1,Noida,Sector 38,"['Fast Food', 'Burger']",500,No,No,2,3.5,53
Domino's Pizza,1,Noida,Sector 38,"['Pizza', 'Fast Food']",700,No,No,2,2.4,70
Mr. Brown,1,Noida,Sector 38,"['Bakery', 'Desserts', 'Fast Food']",500,No,Yes,2,4.0,183
Chef's Bar-Be-Que,1,Noida,Sector 39,"['North Indian', 'Mughlai', 'Chinese']",650,No,Yes,2,3.4,69
Sen's Sational Xpress Kitchen,1,Noida,Sector 39,"['North Indian', 'Mughlai']",600,No,Yes,2,3.0,7
Shanghai Dreams,1,Noida,Sector 39,['Chinese'],400,No,No,1,3.0,4
InnerChef,1,Noida,Sector 4,"['North Indian', 'South Indian', 'Italian', 'Continental', 'Mediterranean', 'Lebanese', 'Desserts']",500,No,Yes,2,3.3,10
F-all (Food for All),1,Noida,Sector 40,"['North Indian', 'Chinese', 'Fast Food']",400,No,No,1,3.4,24
2 Bros Kitchen,1,Noida,Sector 41,"['North Indian', 'Chinese', 'Fast Food']",600,No,Yes,2,3.2,364
Baskin Robbins,1,Noida,Sector 41,['Ice Cream'],300,No,Yes,1,3.3,12
Big Bone - The Meat Shop,1,Noida,Sector 41,"['Raw Meats', 'Fast Food']",350,No,No,1,3.1,16
Biryani House,1,Noida,Sector 41,"['Biryani', 'North Indian']",300,No,Yes,1,3.1,9
China Hot,1,Noida,Sector 41,['Chinese'],400,No,No,1,2.9,22
City Hut,1,Noida,Sector 41,"['North Indian', 'Chinese']",700,No,No,2,2.5,27
Defence Bakery,1,Noida,Sector 41,"['Bakery', 'Fast Food']",150,No,No,1,3.4,117
Dhabha 27,1,Noida,Sector 41,"['Mughlai', 'Chinese']",500,No,Yes,2,3.2,5
Faasos,1,Noida,Sector 41,"['North Indian', 'Fast Food']",600,No,Yes,2,3.1,10
Green Chick Chop,1,Noida,Sector 41,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,2.7,25
JSB Evergreen Cool Point,1,Noida,Sector 41,"['North Indian', 'Chinese', 'Fast Food', 'Mithai']",450,No,No,1,2.9,56
JSB Evergreen Snack & Sweets,1,Noida,Sector 41,"['North Indian', 'Chinese', 'Fast Food', 'Street Food']",300,No,No,1,3.2,41
Keventers,1,Noida,Sector 41,['Beverages'],400,No,No,1,2.9,4
More Than Cafe,1,Noida,Sector 41,"['Cafe', 'Continental', 'Fast Food']",400,No,No,1,3.3,39
Mutfi,1,Noida,Sector 41,"['North Indian', 'Seafood', 'Bengali']",600,No,Yes,2,3.3,15
Nawabi Mughlai Zaika,1,Noida,Sector 41,"['North Indian', 'Mughlai']",550,No,Yes,2,3.2,34
Ovenstory Pizza,1,Noida,Sector 41,"['Pizza', 'Fast Food']",500,No,Yes,2,3.3,26
ProFit Kitchen,1,Noida,Sector 41,['Healthy Food'],600,No,Yes,2,3.4,21
Public Cafe,1,Noida,Sector 41,"['Fast Food', 'Beverages']",450,No,Yes,1,2.5,13
The Chickmunks Express,1,Noida,Sector 41,"['Fast Food', 'Italian', 'North Indian', 'Chinese']",1300,No,Yes,3,3.0,6
Time to Tea,1,Noida,Sector 41,"['Fast Food', 'Beverages']",350,No,No,1,3.4,66
Twenty Four Seven,1,Noida,Sector 41,"['Fast Food', 'North Indian']",300,No,No,1,3.0,6
Virundu,1,Noida,Sector 41,['South Indian'],300,No,Yes,1,2.8,10
Be Bhukkad,1,Noida,Sector 41,"['North Indian', 'Mughlai']",700,No,Yes,2,3.6,43
Behrouz Biryani,1,Noida,Sector 41,['Biryani'],600,No,Yes,2,3.5,63
Bistro 365,1,Noida,Sector 41,"['Cafe', 'North Indian', 'Chinese']",500,No,Yes,2,3.7,27
Engineers Da Dhaba,1,Noida,Sector 41,['North Indian'],400,No,Yes,1,3.6,38
Hungry Minister,1,Noida,Sector 41,"['Continental', 'Mexican', 'Fast Food', 'Chinese']",400,No,Yes,1,3.5,29
Kake Da Hotel,1,Noida,Sector 41,"['North Indian', 'Mughlai']",700,No,Yes,2,3.5,63
Peshawari Delux Restaurant,1,Noida,Sector 41,"['North Indian', 'Chinese']",700,No,No,2,2.4,52
WTF - World's Tastiest Food,1,Noida,Sector 41,"['North Indian', 'Chinese']",800,No,Yes,2,2.4,5
Salato Salad Studio,1,Noida,Sector 41,"['Salad', 'Continental']",500,No,Yes,2,4.1,43
AB Fast N Food,1,Noida,Sector 44,['Fast Food'],200,No,Yes,1,2.7,6
Cafe 44,1,Noida,Sector 44,"['Continental', 'Chinese']",500,No,No,2,3.0,4
Cafe Onion Rings,1,Noida,Sector 44,"['North Indian', 'Chinese', 'Fast Food']",500,No,No,2,2.9,52
Club 44,1,Noida,Sector 44,['North Indian'],800,No,No,2,3.2,11
Indian Curry House,1,Noida,Sector 44,"['North Indian', 'Chinese']",600,No,Yes,2,3.1,9
Krunchies,1,Noida,Sector 44,['Fast Food'],200,No,Yes,1,2.5,19
Platefull,1,Noida,Sector 44,"['North Indian', 'Chinese']",600,No,Yes,2,3.4,18
Sanghai Food,1,Noida,Sector 44,['Chinese'],450,No,No,1,2.9,15
Shadev Saini Dhaba,1,Noida,Sector 44,['North Indian'],200,No,No,1,3.0,7
Wasim Biryani Center,1,Noida,Sector 44,['North Indian'],400,No,No,1,2.8,8
Hungry - I,1,Noida,Sector 44,"['Cafe', 'Italian', 'Chinese', 'Continental']",550,No,Yes,2,3.7,431
Smoking Tikka,1,Noida,Sector 44,"['North Indian', 'Chinese', 'Fast Food']",600,No,Yes,2,3.7,47
The Fusion Food Stand,1,Noida,Sector 44,"['Chinese', 'Thai', 'Fast Food']",650,No,Yes,2,3.8,40
#Urban Cafí©,1,Noida,Sector 45,"['North Indian', 'Chinese', 'Italian']",650,No,Yes,2,3.3,49
Baked! Cakes & Desserts,1,Noida,Sector 45,"['Bakery', 'Desserts']",350,No,No,1,3.3,11
Quick Grabs,1,Noida,Sector 45,"['North Indian', 'Chinese']",550,No,Yes,2,3.1,80
The Roll Van,1,Noida,Sector 45,"['North Indian', 'Mughlai']",500,No,No,2,2.9,4
Noida Cakes Online,1,Noida,Sector 47,['Bakery'],300,No,No,1,3.0,9
The Epicureans,1,Noida,Sector 47,"['North Indian', 'Mughlai', 'Chinese']",650,No,No,2,3.4,20
Adhikari Fast Food Corner,1,Noida,Sector 48,"['Chinese', 'Fast Food']",400,No,No,1,2.8,5
Amrit's Agni Multi Cuisine Restaurant,1,Noida,Sector 48,"['North Indian', 'Chinese']",550,No,No,2,2.9,4
Punjabi Chaska,1,Noida,Sector 48,"['North Indian', 'Mughlai', 'Chinese']",550,No,No,2,3.0,27
The Choco Shop,1,Noida,Sector 48,['Bakery'],700,No,No,2,3.0,5
The Taste,1,Noida,Sector 48,"['Bakery', 'Fast Food']",500,No,No,2,3.1,7
Tibb's Frankie,1,Noida,Sector 48,['Fast Food'],250,No,Yes,1,3.4,22
Domino's Pizza,1,Noida,Sector 48,"['Pizza', 'Fast Food']",700,No,No,2,2.3,38
Public Cafe,1,Noida,Sector 48,"['Fast Food', 'Beverages']",450,No,Yes,1,2.4,7
Chocopur,1,Noida,Sector 49,"['Bakery', 'Desserts']",500,No,No,2,3.0,11
Sweta Restaurant,1,Noida,Sector 49,['North Indian'],400,No,Yes,1,3.2,61
Flames of Tandoor,1,Noida,Sector 49,"['North Indian', 'Mughlai']",450,No,Yes,1,3.5,76
Kuppies,1,Noida,Sector 5,"['Bakery', 'Desserts']",250,No,No,1,3.8,89
The Urban Chulha,1,Noida,Sector 5,['North Indian'],300,No,Yes,1,3.5,87
Cafe Coffee Day,1,Noida,Sector 50,['Cafe'],450,No,No,1,2.7,42
Choco House,1,Noida,Sector 50,['Desserts'],450,No,No,1,3.4,18
DCK- Dana Choga's Kitchen,1,Noida,Sector 50,"['North Indian', 'Mughlai']",800,No,Yes,2,2.7,340
Fresh and Fit Ghar Ka Khana,1,Noida,Sector 50,"['North Indian', 'Healthy Food', 'Rajasthani']",400,No,No,1,3.1,10
Hungry Ullu,1,Noida,Sector 50,['Fast Food'],500,No,Yes,2,3.3,141
Khidmat,1,Noida,Sector 50,"['North Indian', 'Mughlai', 'Chinese']",750,No,Yes,2,3.4,369
Lahori Restaurant,1,Noida,Sector 50,"['North Indian', 'Chinese']",800,Yes,No,2,2.5,206
New Chinese Chilli Sizzler,1,Noida,Sector 50,['Chinese'],400,No,No,1,2.7,53
Nirmala's,1,Noida,Sector 50,"['North Indian', 'Chinese']",450,No,Yes,1,3.4,51
Prime Bakery,1,Noida,Sector 50,"['Bakery', 'Mithai']",300,No,No,1,3.0,11
Royal Empire Meat Shop,1,Noida,Sector 50,"['Raw Meats', 'Fast Food']",400,No,No,1,3.4,29
Southern Treat,1,Noida,Sector 50,['South Indian'],500,No,Yes,2,2.8,113
Subway,1,Noida,Sector 50,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,No,2,2.5,165
The Chickmunks Cafí©,1,Noida,Sector 50,"['Fast Food', 'Cafe', 'Italian', 'North Indian', 'Chinese']",550,No,Yes,2,3.2,48
The FLIP Cafe,1,Noida,Sector 50,"['Italian', 'Continental', 'North Indian', 'Chinese']",650,No,Yes,2,2.6,147
Yo! China,1,Noida,Sector 50,['Chinese'],1300,No,Yes,3,2.5,252
Gopala,1,Noida,Sector 50,"['Mithai', 'Street Food']",250,No,No,1,3.6,69
R.I.P Cafe & Lounge,1,Noida,Sector 50,['Cafe'],700,No,Yes,2,3.5,203
Chawla's_,1,Noida,Sector 50,"['North Indian', 'Mughlai', 'Chinese']",800,Yes,Yes,2,2.3,91
Domino's Pizza,1,Noida,Sector 50,"['Pizza', 'Fast Food']",700,No,No,2,2.4,161
Nazeer Foods,1,Noida,Sector 50,"['Mughlai', 'North Indian']",600,No,Yes,2,2.3,12
Night Food Xprs,1,Noida,Sector 50,"['North Indian', 'Chinese']",500,No,Yes,2,2.3,115
Pizza Hut Delivery,1,Noida,Sector 50,"['Italian', 'Pizza', 'Fast Food']",800,No,Yes,2,2.3,173
The Caspian,1,Noida,Sector 50,"['North Indian', 'Chinese']",1300,Yes,Yes,3,2.4,56
The Noodle Box Co.,1,Noida,Sector 50,"['Chinese', 'Thai', 'Asian']",750,Yes,No,2,2.4,137
WTF - World's Tastiest Food,1,Noida,Sector 50,"['North Indian', 'Chinese']",800,No,Yes,2,2.4,21
Biryani By Kilo,1,Noida,Sector 50,"['Biryani', 'Mughlai']",700,No,Yes,2,4.1,126
Kalpak Restaurant & Cafe,1,Noida,Sector 50,"['North Indian', 'Chinese']",1300,Yes,Yes,3,4.3,150
Theos,1,Noida,Sector 50,"['Desserts', 'Bakery', 'Fast Food']",500,No,No,2,4.1,516
Aamantran Bangla,1,Noida,Sector 51,"['Bengali', 'North Indian']",650,No,No,2,2.7,27
Chung-Fu,1,Noida,Sector 51,['Chinese'],350,No,No,1,3.0,5
Paco Meals,1,Noida,Sector 51,"['North Indian', 'Chinese', 'Fast Food']",150,No,No,1,2.8,11
Reena Restaurant,1,Noida,Sector 51,"['North Indian', 'Chinese', 'South Indian']",350,No,No,1,2.7,9
Sanskriti Foods,1,Noida,Sector 51,"['North Indian', 'Chinese']",650,No,Yes,2,3.1,29
Biryani Vice,1,Noida,Sector 51,"['North Indian', 'Biryani']",500,No,Yes,2,3.6,19
Dietwholic,1,Noida,Sector 51,"['Healthy Food', 'North Indian', 'Chinese', 'Continental']",600,No,Yes,2,3.7,142
Goldenplates,1,Noida,Sector 51,"['North Indian', 'Mughlai', 'Chinese', 'Fast Food']",600,No,No,2,3.6,33
Mishti's Kitchen,1,Noida,Sector 51,"['Chinese', 'Mughlai']",550,No,Yes,2,3.6,49
Shahenshah,1,Noida,Sector 51,"['North Indian', 'Mughlai', 'Chinese']",500,No,Yes,2,3.5,61
Slice of Italy,1,Noida,Sector 51,"['Italian', 'Pizza', 'Bakery']",700,No,Yes,2,2.3,230
Bebbe Da Degh,1,Noida,Sector 52,['North Indian'],800,No,No,2,3.2,65
Chauhan Hotel,1,Noida,Sector 52,['North Indian'],150,No,No,1,2.9,11
Kaka Ji Restaurant,1,Noida,Sector 53,"['North Indian', 'Mughlai']",800,No,Yes,2,2.9,6
Lazzez's,1,Noida,Sector 53,"['North Indian', 'Mughlai', 'Chinese', 'Raw Meats']",600,No,No,2,2.9,25
Mithaas Sweets,1,Noida,Sector 53,"['North Indian', 'Chinese', 'South Indian', 'Mithai']",650,No,Yes,2,3.1,39
Mithaas,1,Noida,Sector 53,"['North Indian', 'Chinese', 'South Indian', 'Mithai']",650,No,Yes,2,3.2,193
Tandoori Corner,1,Noida,Sector 53,"['North Indian', 'Mughlai', 'Chinese']",500,No,Yes,2,2.6,9
Culinate,1,Noida,Sector 53,"['Continental', 'Fast Food', 'Asian', 'Italian']",500,No,Yes,2,3.8,200
Haaochi,1,Noida,Sector 53,['Chinese'],600,No,Yes,2,3.5,123
Flying Cakes,1,Noida,Sector 53,['Bakery'],350,No,Yes,1,2.1,56
Taste In Box,1,Noida,Sector 53,"['North Indian', 'Chinese']",500,No,Yes,2,2.3,23
Snacks Point,1,Noida,Sector 55,['Chinese'],150,No,No,1,2.9,4
B Tamang Chineese,1,Noida,Sector 56,['Chinese'],300,No,No,1,2.9,4
Foodelicious,1,Noida,Sector 56,"['North Indian', 'Chinese', 'Mughlai']",500,No,Yes,2,3.1,144
The Cake Masters,1,Noida,Sector 56,"['Bakery', 'Desserts']",500,No,Yes,2,2.5,7
Barista,1,Noida,Sector 58,['Cafe'],650,No,No,2,3.0,7
Barista,1,Noida,Sector 58,['Cafe'],650,No,No,2,2.9,5
The Gourmet Shack,1,Noida,Sector 58,"['Continental', 'American']",600,No,Yes,2,3.3,15
"Vanshika Indian, Chinese, & Parantha Corner",1,Noida,Sector 58,"['Chinese', 'North Indian']",300,No,No,1,3.1,29
Yes Bosz Food Plaza,1,Noida,Sector 58,"['North Indian', 'Chinese']",400,No,Yes,1,2.7,15
Nite Bites,1,Noida,Sector 59,"['North Indian', 'Chinese', 'Fast Food']",650,No,Yes,2,2.7,8
Shankar Fast Food,1,Noida,Sector 59,"['North Indian', 'Chinese']",300,No,No,1,2.7,15
Shivam Fast Food,1,Noida,Sector 59,"['North Indian', 'South Indian', 'Chinese']",350,No,No,1,2.9,12
Yumbo Bites,1,Noida,Sector 59,['Fast Food'],350,No,No,1,3.1,10
Shree Ganesh M Cafe,1,Noida,Sector 6,['South Indian'],150,No,No,1,3.1,7
BakeAffair,1,Noida,Sector 61,"['Bakery', 'Desserts']",300,No,No,1,3.4,30
Mirchievous,1,Noida,Sector 61,['North Indian'],650,No,Yes,2,3.1,6
221 B Baker Street,1,Noida,Sector 62,['Bakery'],200,No,Yes,1,3.2,19
Binge Restaurant,1,Noida,Sector 62,"['North Indian', 'Chinese', 'Continental']",1100,Yes,No,3,3.2,325
Boxmeal,1,Noida,Sector 62,"['North Indian', 'Chinese']",400,No,No,1,3.0,4
Brown Town,1,Noida,Sector 62,['Bakery'],150,No,No,1,2.7,11
Cafe Coffee Day,1,Noida,Sector 62,['Cafe'],450,No,No,1,3.0,26
Cafe Coffee Day,1,Noida,Sector 62,['Cafe'],450,No,No,1,3.0,14
Cafe Green Apple,1,Noida,Sector 62,"['North Indian', 'South Indian', 'Fast Food']",400,No,No,1,3.2,16
Cake Mandi,1,Noida,Sector 62,"['Bakery', 'Desserts']",500,No,No,2,3.2,17
Chai Thela,1,Noida,Sector 62,['Cafe'],250,No,No,1,3.1,10
Chinese Chilli Sizzler,1,Noida,Sector 62,['Chinese'],200,No,No,1,2.9,5
Delhi Biryani Hut,1,Noida,Sector 62,"['Biryani', 'Mughlai']",300,No,No,1,2.7,9
Dev's Restaurant & Bar,1,Noida,Sector 62,"['North Indian', 'Mughlai', 'Chinese']",1500,No,Yes,3,3.1,56
Doggy Style,1,Noida,Sector 62,"['Continental', 'Italian']",700,No,Yes,2,3.2,33
Domino's Pizza,1,Noida,Sector 62,"['Pizza', 'Fast Food']",700,No,No,2,2.6,118
Floating Cakes,1,Noida,Sector 62,['Bakery'],400,No,No,1,2.8,12
Food Brigade,1,Noida,Sector 62,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",300,No,No,1,3.2,15
Frequent Bakes,1,Noida,Sector 62,"['Bakery', 'Desserts', 'Fast Food']",350,No,Yes,1,2.5,38
GreeNox,1,Noida,Sector 62,"['Fast Food', 'Beverages']",200,No,Yes,1,3.4,16
GVP Creations,1,Noida,Sector 62,['Bakery'],400,No,No,1,3.1,7
Health Buzzz,1,Noida,Sector 62,['Healthy Food'],350,No,Yes,1,3.2,11
Hot & Spicy,1,Noida,Sector 62,['Chinese'],250,No,No,1,2.9,4
Malabar Junction,1,Noida,Sector 62,"['South Indian', 'North Indian', 'Chinese']",500,No,No,2,3.3,15
Masters Caterer,1,Noida,Sector 62,"['North Indian', 'Chinese']",400,No,No,1,2.9,6
Meeting Point Corner,1,Noida,Sector 62,['Chinese'],200,No,No,1,2.8,14
Mithaas Sweets,1,Noida,Sector 62,"['North Indian', 'Chinese', 'South Indian', 'Mithai']",650,No,Yes,2,2.7,17
Mom's Canteen,1,Noida,Sector 62,['North Indian'],200,No,No,1,3.0,5
MS Foods,1,Noida,Sector 62,['North Indian'],400,No,No,1,3.1,9
Oh Buoy,1,Noida,Sector 62,['Chinese'],650,No,No,2,3.3,50
Old Tehrii Cafe & Lounge,1,Noida,Sector 62,"['North Indian', 'Chinese', 'Cafe']",1500,Yes,No,3,3.1,13
Pichli Gali,1,Noida,Sector 62,"['North Indian', 'Chinese', 'Fast Food']",300,No,No,1,3.0,5
Pizza Hut,1,Noida,Sector 62,"['Italian', 'Pizza']",1000,No,Yes,3,3.1,147
Rasoi99,1,Noida,Sector 62,"['North Indian', 'Chinese']",800,No,Yes,2,3.2,10
Republic of Chicken,1,Noida,Sector 62,"['Raw Meats', 'Fast Food']",400,No,No,1,3.1,17
Republic's @ Dhaba,1,Noida,Sector 62,"['North Indian', 'Street Food']",750,No,No,2,2.9,56
Rolling Beans,1,Noida,Sector 62,['South Indian'],250,No,Yes,1,2.8,5
Rollmaal,1,Noida,Sector 62,"['Fast Food', 'North Indian', 'Chinese']",500,No,Yes,2,3.4,155
Subway,1,Noida,Sector 62,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,Yes,2,2.5,28
Swad,1,Noida,Sector 62,"['North Indian', 'Chinese', 'Continental']",900,Yes,No,2,2.8,13
The Chaiwalas,1,Noida,Sector 62,['Cafe'],300,No,No,1,2.9,9
The Hunger Cure,1,Noida,Sector 62,"['Fast Food', 'North Indian']",600,No,No,2,3.0,9
World Bites,1,Noida,Sector 62,"['Chinese', 'North Indian']",500,No,Yes,2,3.4,30
BunkYard Cafe,1,Noida,Sector 62,"['Fast Food', 'Beverages']",400,No,No,1,3.5,33
Chaayos,1,Noida,Sector 62,"['Cafe', 'Tea']",400,No,Yes,1,3.5,182
RollsKing,1,Noida,Sector 62,['Fast Food'],300,No,No,1,3.8,401
Sandwich King,1,Noida,Sector 62,['Fast Food'],500,No,Yes,2,3.5,215
Speedy Chow,1,Noida,Sector 62,"['Chinese', 'Thai']",850,No,Yes,2,3.6,114
Grand Eatery,1,Noida,Sector 62,"['North Indian', 'Chinese', 'Mughlai', 'Fast Food']",600,No,Yes,2,2.4,49
Nathu's Sweets,1,Noida,Sector 62,"['North Indian', 'South Indian', 'Chinese', 'Street Food', 'Fast Food', 'Mithai']",500,No,No,2,2.4,77
Subway,1,Noida,Sector 62,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,Yes,2,2.4,88
Chick Chicken Barbeque,1,Noida,Sector 63,"['North Indian', 'Mughlai', 'Chinese']",750,No,Yes,2,2.6,4
Tiwari Hot Pot,1,Noida,Sector 63,"['North Indian', 'Chinese', 'South Indian']",450,No,Yes,1,2.6,11
South King Restaurant,1,Noida,Sector 65,"['South Indian', 'Chinese']",300,No,No,1,2.8,8
Twomato Foods,1,Noida,Sector 65,['North Indian'],400,No,Yes,1,3.2,11
Bats On Delivery,1,Noida,Sector 7,"['North Indian', 'Fast Food']",700,No,Yes,2,2.7,9
Legacy of Awadh,1,Noida,Sector 7,"['North Indian', 'Mughlai']",500,No,Yes,2,3.3,114
